run_id,timestamp,question_index,question,predicted_score,predicted_threads,baseline_concurrent,baseline_success,baseline_http_status,baseline_api_code,baseline_latency_ms,baseline_retries_used,baseline_agent_success_ratio,baseline_error,predict_concurrent,predict_success,predict_http_status,predict_api_code,predict_latency_ms,predict_retries_used,predict_agent_success_ratio,predict_error,success_delta,latency_delta_ms,predicted_threads_is_singleton_run,comparison_round_validity,comparison_round_invalid_reason
exp_20260404_223956_db9cdf8c,2026-04-04T22:40:45,1,"Show the bottom 5 countries with the smallest absolute difference between GNPOld and GNP, where both are non-null and GNPOld < GNP.",1.0,2,1,1,200,200,7844.389,0,1.0,,2,1,200,200,7684.652,0,1.0,,0,-159.737,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:41:30,2,"Show the bottom 4 countries ranked by (IndepYear × LifeExpectancy), excluding null IndepYear.",1.0,2,1,1,200,200,6650.197,0,1.0,,2,1,200,200,7024.407,0,1.0,,0,374.21,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:42:02,3,Which 5 languages have the highest median percentage across all countries where spoken (excluding nulls)?,1.0,2,1,1,200,200,4881.998,0,1.0,,2,1,200,200,5824.046,0,1.0,,0,942.048,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:43:18,4,Which 4 languages have the most uniform distribution (lowest range: max % − min %) across countries where spoken?,1.0,2,1,1,200,200,19484.95,1,1.0,,2,1,200,200,9224.533,0,1.0,,0,-10260.417,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:45:18,5,Show the bottom 3 countries with the highest GNP per capita but no recorded IndepYear.,1.0,2,1,1,200,200,14110.856,0,1.0,,2,1,200,200,13683.053,0,1.0,,0,-427.803,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:46:22,6,"What are the bottom 4 countries ranked by (SurfaceArea + Population) / GNP, excluding zero/null GNP?",1.0,2,1,1,200,200,9359.069,0,1.0,,2,1,200,200,9656.182,0,1.0,,0,297.113,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:47:02,7,What are the bottom 5 countries with the smallest surface area and no recorded independence year?,1.0,2,1,0,500,,5859.378,,,HTTPError: HTTP Error 500: Internal Server Error,2,0,500,,6724.757,,,HTTPError: HTTP Error 500: Internal Server Error,0,865.379,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:47:49,8,Which 5 countries have the greatest absolute difference between LifeExpectancy and 70?,1.0,2,1,1,200,200,6982.581,0,1.0,,2,1,200,200,8411.296,0,1.0,,0,1428.715,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:48:35,9,"What are the bottom 7 countries by (GNP + GNPOld) / 2, excluding nulls in either field?",1.0,2,1,1,200,200,6257.382,0,1.0,,2,1,200,200,10404.166,0,1.0,,0,4146.784,1,有效对比轮,
exp_20260404_223956_db9cdf8c,2026-04-04T22:49:40,10,What are the bottom 4 cities by population in countries whose continent is “North America” and region is “Caribbean”?,1.0,2,1,1,200,200,9493.879,0,1.0,,2,1,200,200,8989.624,0,1.0,,0,-504.255,1,有效对比轮,
